Library,Area,i_lim [A/cm^2],k^0 [cm/s],alpha [a.u.]
Ir-rich,292,8.063628944864565,0.0085528800582788,0.2880493762618744
Ir-rich,278,7.955445187084136,0.0083513968521997,0.3026773257891649
Ir-rich,136,7.97721426765488,0.0069829749101169,0.3094736687595063
Ir-rich,219,7.9814907745716255,0.0087621715994364,0.3025731757384448
Ir-rich,322,7.965515083512756,0.0074866997933076,0.2943885350205802
Ir-rich,202,7.847216993577652,0.0058084901778377,0.2690354271673537
Ir-rich,159,7.841672439554915,0.0060424157857812,0.2656418975052972
Ir-rich,29,7.833106545517017,0.0038641686527207,0.2935771922657913
Ir-rich,35,7.933422623535766,0.0045859688423703,0.3035654905357205
Ir-rich,283,8.167600474186285,0.0071187159845899,0.2613656267523607
Ir-rich,316,8.195889109875335,0.0062949492826593,0.2749846121721342
Ir-rich,140,7.862060669293456,0.0055218321686034,0.2743851302824364
Ir-rich,242,8.03904963099816,0.0071762171152109,0.2532429622473884
Ir-rich,215,8.098609072508749,0.0069680640388081,0.2969873679444005
Ir-rich,112,8.021992093850246,0.005711455923765,0.3069504144504279
Ir-rich,48,7.861165509708786,0.0047656670143893,0.2924851967678839
Ir-rich,176,8.025648289426746,0.0077129728358315,0.3021304078195508
Ir-rich,237,8.026054482190837,0.0082791254310252,0.295817138608665
Ir-rich,335,8.023304128456651,0.0069989896308373,0.3003786447202841
Ir-rich,329,8.149173505452955,0.0060728835835503,0.2785413293917357
Ir-rich,304,8.05820766699436,0.0071458058916754,0.2822986656881453
Ir-rich,217,8.058291693822495,0.0082501006981974,0.2977178750417836
Ir-rich,216,8.026722951079972,0.0076068493955565,0.2975756237125891
Ir-rich,303,8.11428962845405,0.0071600868425591,0.2759180298522581
Ir-rich,182,7.804148304682452,0.0055963163559463,0.2755225408358068
Ir-rich,161,7.878800911098848,0.0058631420040564,0.2706033764727622
Ir-rich,155,8.017245384679553,0.007036514473192,0.3013869027827833
Ir-rich,236,8.025416448065494,0.0082942720852946,0.2923777683049048
Ir-rich,274,8.06526545133174,0.0081559658602231,0.2922063910515978
Ir-rich,293,7.989874699625865,0.0083646544939426,0.2962848215995723
Ir-rich,334,8.046450459355812,0.0071866366327944,0.2931385052918894
Ir-rich,331,8.11224885162809,0.0066333740909387,0.2841933079739533
Ir-rich,318,8.081126876634022,0.0066644223773636,0.2853837975493893
Ir-rich,317,8.106853950113283,0.0068230054630534,0.2771564648562297
Ir-rich,277,7.992230924250325,0.0086301176059138,0.2998911754264474
Ir-rich,241,8.026045076025692,0.0074589241247957,0.3035030230821066
Ir-rich,220,8.03662932350716,0.0082854399113432,0.3043393704830849
Ir-rich,22,7.817898660282148,0.0047522087091718,0.3039894242622226
Ir-rich,238,7.9831468922210576,0.0085600905321728,0.2998344368639731
Ir-rich,323,7.9340102152452605,0.0076760817710249,0.2970937286855957
Ir-rich,275,8.008417965749928,0.0084331413429908,0.2945156864171286
Ir-rich,240,8.030734513409893,0.0089342847697244,0.303033573794952
Ir-rich,260,8.036661021960139,0.0086660653297058,0.3011719012612152
Ir-rich,302,8.03450388490002,0.0068355705481067,0.2748282900564952
Ir-rich,197,7.947442270493508,0.0077625113304608,0.3033676332364567
Ir-rich,135,7.8988237875725185,0.006847045421847,0.3076619192615291
Ir-rich,19,7.817501523476618,0.004222575914465,0.2997225251876186
Ir-rich,21,7.8434294506449795,0.0047542545900547,0.2996603509499798
Ir-rich,259,7.971001913215279,0.0085350115988265,0.3026580645917719
Ir-rich,340,8.1516869056025,0.0057557929468693,0.2895908664824937
Ir-rich,326,8.095687705122224,0.0047318973092971,0.2757950650645017
Au-rich,286,7.76116110729179,0.0097754796568524,0.3178776763532749
Au-rich,267,7.837011394714072,0.0102587909212655,0.313349238112229
Au-rich,291,7.891802428019068,0.0100924894919358,0.3184566944079141
Au-rich,132,7.778374159731285,0.0097601461202333,0.3259514191857977
Au-rich,33,7.778628259493539,0.009767650834299,0.3174461961358958
Au-rich,245,7.870889948262475,0.0098444263645949,0.3108548796872655
Au-rich,318,7.768298059113391,0.0102146665082341,0.32118970249949
Au-rich,332,7.832723478803351,0.0102323806552596,0.3208936740286428
Au-rich,235,8.077914403618564,0.0045613423802846,0.3222551711027356
Au-rich,155,7.818083550060934,0.0097828687278125,0.3246296932661633
Au-rich,35,7.829815101859959,0.0099733057770242,0.3187244276926085
Au-rich,20,7.858573819078099,0.0098874233385112,0.3149698693965261
Au-rich,103,7.842417262290072,0.0100078325172373,0.3127820755121732
Au-rich,242,7.8706595414325875,0.0092793585757484,0.3076043141046282
Au-rich,183,7.884370688748144,0.0108105800908251,0.3087234533815512
Au-rich,323,7.739074167599229,0.0096224402558678,0.3234571301060683
Au-rich,87,7.7617083157732045,0.0101292573483002,0.3194961376115927
Au-rich,4,7.786461682600394,0.0068937051404742,0.3133929457034363
Au-rich,50,7.857451814498786,0.0104562427172247,0.3144005633415035
Au-rich,156,7.820354860471947,0.0099722882855277,0.3206355873756592
Au-rich,94,7.772386769981296,0.0096052194444525,0.3245098828386804
Au-rich,144,7.756782848005641,0.0107279041599787,0.3097598706769738
Au-rich,28,7.742457454246881,0.0078069828111347,0.3106125249172224
Au-rich,175,7.821938575009416,0.0104552859713099,0.3178290079037481
Au-rich,142,7.75623993349782,0.0106996521310604,0.3111135860143834
Au-rich,46,7.826976383767358,0.0088169510166872,0.3126875068668096
Au-rich,222,7.863515091550768,0.0095791009969207,0.3049643272858057
Au-rich,139,7.849806803614321,0.0104695118618942,0.3033818393050105
Au-rich,262,7.976470036161982,0.008769486406186,0.3073213986282476
Au-rich,79,7.732234866199819,0.0089449005489704,0.3074659341282909
Au-rich,30,7.821475325138044,0.0083065459478559,0.312455702970706
Au-rich,14,7.764290023830788,0.0067804082124221,0.3137223186191858
Au-rich,10,7.824458401772564,0.0097302070562724,0.3160500487756269
Au-rich,96,7.812676044989821,0.0095463186737913,0.2984883627254808
Rh-rich,177,8.108166502962582,0.0060842903438356,0.3079664419594241
Rh-rich,154,8.077342899923003,0.0052655017695215,0.3061784620875591
Rh-rich,113,8.08527692355779,0.0062051071844099,0.302367288763492
Rh-rich,86,8.115868884301074,0.0036321936648142,0.2931243015828191
Rh-rich,125,8.261068816677238,0.0031726572634554,0.2892533835105307
Rh-rich,205,8.402831854114206,0.0020456346777009,0.2880543783771808
Rh-rich,269,8.39840590553965,0.0029154059679394,0.2874890205734529
Rh-rich,244,8.267357902516286,0.0012568604084152,0.2994155727100732
Rh-rich,101,8.383711623151072,0.0029291137083588,0.2754963868032943
Rh-rich,165,8.376642528158346,0.0026491609826733,0.2868585415099993
Rh-rich,16,8.11693564848458,0.0041078878816776,0.2716800582503112
Rh-rich,70,8.155716466688705,0.004680192662177,0.2932566663347775
Rh-rich,108,8.170933187636695,0.0041570673367049,0.2939573154463133
Rh-rich,134,8.0240600021076,0.0061763636086365,0.3033219755119298
Rh-rich,283,8.309540042909125,0.0016228387098549,0.2937766677986765
Rh-rich,224,8.39911433559854,0.0013758495004981,0.2964498688263549
Rh-rich,78,8.315174274802976,0.0026168506470406,0.2674082671271379
Rh-rich,99,8.44459006723205,0.0024836128082465,0.2743849807011157
Rh-rich,275,8.16909821938956,0.0042841720341867,0.3061659080059227
Rh-rich,315,8.32845179508415,0.0019090020766758,0.2910765986414475
Rh-rich,62,8.213888516331155,0.0032914699658057,0.2717420631011347
Rh-rich,89,8.187810520085291,0.0046387540664674,0.2941205516410882
Rh-rich,149,8.198839690102039,0.003731866890328,0.2960864543826472
Rh-rich,238,8.130300870680484,0.0048350432965197,0.3087471739974974
Rh-rich,111,8.071248974491606,0.0052719457048908,0.2993296964535776
Rh-rich,162,8.373555241532346,0.002247270682982,0.2789750420489238
Rh-rich,14,8.055628353001326,0.0039650070887505,0.2660402428021101
Rh-rich,59,8.255161270249616,0.0028781537756343,0.2655703376068739
Rh-rich,142,8.492829795781166,0.0024621857091509,0.2773998925428786
Rh-rich,313,8.458069398507764,0.0014357878062411,0.2929558849642767
Rh-rich,138,8.433079139884889,0.0016900615476083,0.2795790104312605
Rh-rich,96,8.420799908593198,0.0020924393545535,0.2704126355474253
Rh-rich,43,8.26009108218877,0.0032607256847959,0.2694046494172876
Rh-rich,7,8.058133058268272,0.0047260129849395,0.2769570120933867
Rh-rich,52,8.150113120568145,0.0050162030842946,0.2882840537737461
Rh-rich,75,8.082871459905542,0.0068422361955027,0.2958513753602291
Rh-rich,48,8.098414841904459,0.0040664839132975,0.2797032390200847
Rh-rich,23,8.022961282481308,0.005340318944503,0.2879885329214642
Rh-rich,4,8.03333863280255,0.0039769108497095,0.2750712846775566
Rh-rich,35,8.099227851128228,0.0050904862506142,0.2825140523657039
Rh-rich,34,8.142175752416732,0.0044600910623966,0.2845348310997829
Rh-rich,54,8.00571162004902,0.0058461120457105,0.2914659255619004
Rh-rich,76,8.335344726118393,0.0023102277241232,0.2678323821544783
Rh-rich,119,8.500044852370989,0.0023027471134695,0.2732877530664074
Rh-rich,201,8.546932227980529,0.0013043855773528,0.2891961617016926
Rh-rich,21,8.010589127141143,0.0045983615341168,0.2896552612548905
Rh-rich,33,8.068273388695479,0.0044143808593374,0.2813594305482759
Rh-rich,114,7.997551512504336,0.0065366474084519,0.3020413406841026
Rh-rich,50,8.032895816747923,0.0039728924323558,0.2943750142513411
Rh-rich,29,8.066729860211492,0.0038088257855765,0.2716809044507697
Rh-rich,49,8.217672489484176,0.0041461601142262,0.2830803687015291
Rh-rich,17,8.03429508428148,0.0041632165024327,0.2744297259537264
Rh-rich,8,8.070331963580069,0.0049142885565475,0.2772578838422234
Rh-rich,18,8.092082050623105,0.0044337724314676,0.2739298001145385
Ir-rich,279,7.964579818885173,0.0077803820004891,0.3087413484188693
Ir-rich,218,7.998106206858833,0.0081725247710057,0.3025902742905126
Ir-rich,14,7.630906600547822,0.003546205592405,0.2935786819712794
Ir-rich,330,8.005215436235833,0.0058662116582485,0.2900043194077605
Ir-rich,258,7.942120767805059,0.008264815919055,0.3038381721562769
Ir-rich,199,7.941119876732758,0.0082234437116921,0.3045290900141223
Ir-rich,198,7.880480827857577,0.0079580801481691,0.3060211722794134
Ir-rich,300,7.896252972931077,0.0057432844601859,0.2823965493714266
Ir-rich,177,7.941060065953143,0.007624509928397,0.3056886288023532
Ir-rich,325,7.937919690879114,0.0046020734813981,0.2755343724696483
Au-rich,59,7.6562990566757,0.0077893504387014,0.3087135583334872
Au-rich,42,7.660104759538983,0.0074620086940417,0.3128766542750542
Au-rich,77,7.773801444516573,0.008707359591414,0.3030555638086138
Au-rich,62,7.870883299976807,0.0090264976028027,0.3074653582987893
Au-rich,138,7.808037956100044,0.0103570419202145,0.2972154461020825
Au-rich,95,7.805748641362011,0.00845953083055,0.3004457366970653
Au-rich,29,7.793933534387762,0.0078087484675607,0.3133987430904969
Au-rich,118,7.878875540435392,0.009611304824907,0.2996483836397429
Au-rich,80,7.870379116316167,0.00934123776741,0.3054637570615003
Ir-rich,157,7.9660553387767745,0.0075250720851088,0.3042359656023701
Ir-rich,299,7.988507337906229,0.0063103767333668,0.2682676669207477
Ir-rich,257,7.956927232647317,0.008032356439035,0.2979532510824907
Rh-rich,51,8.006838368474638,0.0044606324403594,0.2900303842270136
Rh-rich,19,7.995396622664828,0.004213069457379,0.2831989649266797
Au-rich,119,7.734756500144781,0.0090415311437612,0.3057802263556068
