step,strategy,seed,best_simulated_lifetime,best_reference_mean,simple_regret,hit_top_10_pct,hit_top_5_pct,queried_policy_id,budget
13,greedy,13,1251.0,1086.94,0.0,1,1,ATTIA_P223,30
14,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P118,30
15,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P088,30
16,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P124,30
17,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P063,30
18,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P114,30
19,greedy,13,1255.0,1086.94,0.0,1,1,ATTIA_P058,30
20,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P059,30
21,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P084,30
22,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P054,30
23,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P034,30
24,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P094,30
25,greedy,13,1311.0,1086.94,0.0,1,1,ATTIA_P051,30
0,gp_ucb,13,1062.0,935.38,151.56000000000006,0,0,,30
1,gp_ucb,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P147,30
2,gp_ucb,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P194,30
3,gp_ucb,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P143,30
4,gp_ucb,13,1062.0,935.38,151.56000000000006,0,0,ATTIA_P181,30
5,gp_ucb,13,1062.0,1086.94,0.0,1,1,ATTIA_P113,30
6,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P109,30
7,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P079,30
8,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P106,30
9,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P076,30
10,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P074,30
11,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P083,30
12,gp_ucb,13,1251.0,1086.94,0.0,1,1,ATTIA_P058,30
13,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P038,30
14,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P019,30
15,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P006,30
16,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P093,30
17,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P123,30
18,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P223,30
19,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P034,30
20,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P023,30
21,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P054,30
22,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P063,30
23,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P118,30
24,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P129,30
25,gp_ucb,13,1424.0,1086.94,0.0,1,1,ATTIA_P219,30
0,random,14,986.0,1041.3,45.6400000000001,1,1,,30
1,random,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P132,30
2,random,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P085,30
3,random,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P063,30
4,random,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P009,30
5,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P100,30
6,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P141,30
7,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P027,30
8,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P034,30
9,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P040,30
10,random,14,1003.0,1041.3,45.6400000000001,1,1,ATTIA_P050,30
11,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
12,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P206,30
13,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P124,30
14,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P153,30
15,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P078,30
16,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P107,30
17,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P186,30
18,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P117,30
19,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P089,30
20,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P147,30
21,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P035,30
22,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P164,30
23,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P053,30
24,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P091,30
25,random,14,1175.0,1051.88,35.059999999999945,1,1,ATTIA_P017,30
0,greedy,14,986.0,1041.3,45.6400000000001,1,1,,30
1,greedy,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P116,30
2,greedy,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P052,30
3,greedy,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P056,30
4,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P036,30
5,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P041,30
6,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P021,30
7,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P061,30
8,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P032,30
9,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P086,30
10,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P111,30
11,greedy,14,1174.0,1041.3,45.6400000000001,1,1,ATTIA_P077,30
12,greedy,14,1445.0,1041.3,45.6400000000001,1,1,ATTIA_P107,30
13,greedy,14,1445.0,1041.3,45.6400000000001,1,1,ATTIA_P074,30
14,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
15,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P029,30
16,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P014,30
17,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P141,30
18,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P145,30
19,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P150,30
20,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P026,30
21,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P182,30
22,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P037,30
23,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P051,30
24,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P004,30
25,greedy,14,1445.0,1051.88,35.059999999999945,1,1,ATTIA_P007,30
0,gp_ucb,14,986.0,1041.3,45.6400000000001,1,1,,30
1,gp_ucb,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P116,30
2,gp_ucb,14,986.0,1041.3,45.6400000000001,1,1,ATTIA_P052,30
3,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P056,30
4,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P061,30
5,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P036,30
6,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P032,30
7,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P017,30
8,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P086,30
9,gp_ucb,14,1098.0,1041.3,45.6400000000001,1,1,ATTIA_P150,30
10,gp_ucb,14,1382.0,1049.82,37.12000000000012,1,1,ATTIA_P014,30
11,gp_ucb,14,1382.0,1049.82,37.12000000000012,1,1,ATTIA_P004,30
12,gp_ucb,14,1382.0,1049.82,37.12000000000012,1,1,ATTIA_P029,30
13,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
14,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P077,30
15,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P074,30
16,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P107,30
17,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P111,30
18,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P021,30
19,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P051,30
20,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P031,30
21,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P055,30
22,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P080,30
23,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P035,30
24,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P016,30
25,gp_ucb,14,1382.0,1051.88,35.059999999999945,1,1,ATTIA_P060,30
0,random,15,1013.0,893.82,193.12,0,0,,30
1,random,15,1013.0,893.82,193.12,0,0,ATTIA_P125,30
2,random,15,1013.0,893.82,193.12,0,0,ATTIA_P176,30
3,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P115,30
4,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P095,30
5,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P211,30
6,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P009,30
7,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P164,30
8,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P085,30
9,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P075,30
10,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P194,30
11,random,15,1013.0,980.3,106.6400000000001,0,0,ATTIA_P172,30
12,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P043,30
13,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P091,30
14,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P147,30
15,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P034,30
16,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P046,30
17,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P008,30
18,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P022,30
19,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P208,30
20,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P018,30
21,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P078,30
22,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P169,30
23,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P173,30
24,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P148,30
25,random,15,1164.0,980.3,106.6400000000001,0,0,ATTIA_P162,30
0,greedy,15,1013.0,893.82,193.12,0,0,,30
1,greedy,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P000,30
2,greedy,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P005,30
3,greedy,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P001,30
4,greedy,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P002,30
5,greedy,15,1035.0,966.98,119.96000000000004,0,0,ATTIA_P003,30
6,greedy,15,1035.0,966.98,119.96000000000004,0,0,ATTIA_P004,30
7,greedy,15,1035.0,1013.82,73.12,1,0,ATTIA_P006,30
8,greedy,15,1035.0,1013.82,73.12,1,0,ATTIA_P007,30
9,greedy,15,1035.0,1013.82,73.12,1,0,ATTIA_P008,30
10,greedy,15,1035.0,1013.82,73.12,1,0,ATTIA_P009,30
11,greedy,15,1035.0,1013.82,73.12,1,0,ATTIA_P013,30
12,greedy,15,1163.0,1013.82,73.12,1,0,ATTIA_P028,30
13,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P048,30
14,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P075,30
15,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P105,30
16,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P050,30
17,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P030,30
18,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P108,30
19,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P142,30
20,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P078,30
21,greedy,15,1163.0,1041.3,45.6400000000001,1,1,ATTIA_P074,30
22,greedy,15,1163.0,1051.88,35.059999999999945,1,1,ATTIA_P049,30
23,greedy,15,1163.0,1051.88,35.059999999999945,1,1,ATTIA_P029,30
24,greedy,15,1330.0,1051.88,35.059999999999945,1,1,ATTIA_P107,30
25,greedy,15,1409.0,1051.88,35.059999999999945,1,1,ATTIA_P077,30
0,gp_ucb,15,1013.0,893.82,193.12,0,0,,30
1,gp_ucb,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P000,30
2,gp_ucb,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P005,30
3,gp_ucb,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P001,30
4,gp_ucb,15,1035.0,948.06,138.8800000000001,0,0,ATTIA_P002,30
5,gp_ucb,15,1035.0,966.98,119.96000000000004,0,0,ATTIA_P003,30
6,gp_ucb,15,1035.0,966.98,119.96000000000004,0,0,ATTIA_P004,30
7,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P006,30
8,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P007,30
9,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P008,30
10,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P009,30
11,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P013,30
12,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P150,30
13,gp_ucb,15,1035.0,1013.82,73.12,1,0,ATTIA_P028,30
14,gp_ucb,15,1092.0,1013.82,73.12,1,0,ATTIA_P030,30
15,gp_ucb,15,1092.0,1013.82,73.12,1,0,ATTIA_P053,30
16,gp_ucb,15,1152.0,1013.82,73.12,1,0,ATTIA_P050,30
17,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P108,30
18,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P075,30
19,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P078,30
20,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P142,30
21,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P192,30
22,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P145,30
23,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P146,30
24,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P151,30
25,gp_ucb,15,1201.0,1013.82,73.12,1,0,ATTIA_P016,30
0,random,16,1038.0,976.68,110.2600000000001,0,0,,30
1,random,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P145,30
2,random,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P047,30
3,random,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P158,30
4,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P130,30
5,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P156,30
6,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P126,30
7,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P132,30
8,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P040,30
9,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P003,30
10,random,16,1038.0,993.3,93.6400000000001,1,0,ATTIA_P161,30
11,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P058,30
12,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P219,30
13,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P140,30
14,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P187,30
15,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P023,30
16,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P207,30
17,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P123,30
18,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P101,30
19,random,16,1121.0,1011.26,75.68000000000006,1,0,ATTIA_P027,30
20,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
21,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P151,30
22,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P189,30
23,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P168,30
24,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P067,30
25,random,16,1121.0,1065.68,21.25999999999999,1,1,ATTIA_P210,30
0,greedy,16,1038.0,976.68,110.2600000000001,0,0,,30
1,greedy,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P000,30
2,greedy,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P001,30
3,greedy,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P095,30
4,greedy,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P002,30
5,greedy,16,1038.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
6,greedy,16,1061.0,1054.38,32.559999999999945,1,1,ATTIA_P079,30
7,greedy,16,1061.0,1054.38,32.559999999999945,1,1,ATTIA_P076,30
8,greedy,16,1061.0,1054.38,32.559999999999945,1,1,ATTIA_P109,30
9,greedy,16,1119.0,1086.94,0.0,1,1,ATTIA_P113,30
10,greedy,16,1119.0,1086.94,0.0,1,1,ATTIA_P147,30
11,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P083,30
12,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P058,30
13,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P118,30
14,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P123,30
15,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P132,30
16,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P126,30
17,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P133,30
18,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P096,30
19,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P114,30
20,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P088,30
21,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P080,30
22,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P171,30
23,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P165,30
24,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P084,30
25,greedy,16,1210.0,1086.94,0.0,1,1,ATTIA_P110,30
0,gp_ucb,16,1038.0,976.68,110.2600000000001,0,0,,30
1,gp_ucb,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P000,30
2,gp_ucb,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P001,30
3,gp_ucb,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P095,30
4,gp_ucb,16,1038.0,976.68,110.2600000000001,0,0,ATTIA_P002,30
5,gp_ucb,16,1038.0,1054.38,32.559999999999945,1,1,ATTIA_P054,30
6,gp_ucb,16,1061.0,1054.38,32.559999999999945,1,1,ATTIA_P079,30
7,gp_ucb,16,1280.0,1054.38,32.559999999999945,1,1,ATTIA_P109,30
8,gp_ucb,16,1280.0,1054.38,32.559999999999945,1,1,ATTIA_P184,30
9,gp_ucb,16,1280.0,1054.38,32.559999999999945,1,1,ATTIA_P181,30
10,gp_ucb,16,1280.0,1054.38,32.559999999999945,1,1,ATTIA_P147,30
11,gp_ucb,16,1280.0,1054.38,32.559999999999945,1,1,ATTIA_P076,30
12,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P106,30
13,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P110,30
14,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P080,30
15,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P143,30
16,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P074,30
17,gp_ucb,16,1280.0,1057.26,29.680000000000064,1,1,ATTIA_P107,30
18,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P049,30
19,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P029,30
20,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P014,30
21,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P028,30
22,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P144,30
23,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P077,30
24,gp_ucb,16,1308.0,1057.26,29.680000000000064,1,1,ATTIA_P017,30
25,gp_ucb,16,1308.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
0,random,17,970.0,857.82,229.12,0,0,,30
1,random,17,970.0,857.82,229.12,0,0,ATTIA_P221,30
2,random,17,970.0,857.82,229.12,0,0,ATTIA_P095,30
3,random,17,986.0,894.82,192.12,0,0,ATTIA_P050,30
4,random,17,986.0,894.82,192.12,0,0,ATTIA_P204,30
5,random,17,986.0,894.82,192.12,0,0,ATTIA_P010,30
6,random,17,986.0,894.82,192.12,0,0,ATTIA_P043,30
7,random,17,986.0,894.82,192.12,0,0,ATTIA_P122,30
8,random,17,986.0,894.82,192.12,0,0,ATTIA_P138,30
9,random,17,986.0,894.82,192.12,0,0,ATTIA_P223,30
10,random,17,986.0,894.82,192.12,0,0,ATTIA_P208,30
11,random,17,986.0,894.82,192.12,0,0,ATTIA_P096,30
12,random,17,986.0,984.82,102.12,1,0,ATTIA_P111,30
13,random,17,986.0,984.82,102.12,1,0,ATTIA_P060,30
14,random,17,986.0,984.82,102.12,1,0,ATTIA_P205,30
15,random,17,986.0,984.82,102.12,1,0,ATTIA_P046,30
16,random,17,986.0,984.82,102.12,1,0,ATTIA_P047,30
17,random,17,986.0,984.82,102.12,1,0,ATTIA_P136,30
18,random,17,986.0,984.82,102.12,1,0,ATTIA_P202,30
19,random,17,986.0,984.82,102.12,1,0,ATTIA_P071,30
20,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P063,30
21,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P023,30
22,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P059,30
23,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P067,30
24,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P036,30
25,random,17,986.0,1000.68,86.2600000000001,1,0,ATTIA_P180,30
0,greedy,17,970.0,857.82,229.12,0,0,,30
1,greedy,17,991.0,857.98,228.96000000000004,0,0,ATTIA_P131,30
2,greedy,17,991.0,857.98,228.96000000000004,0,0,ATTIA_P095,30
3,greedy,17,991.0,857.98,228.96000000000004,0,0,ATTIA_P126,30
4,greedy,17,1008.0,875.3,211.6400000000001,0,0,ATTIA_P089,30
5,greedy,17,1008.0,951.88,135.06000000000006,0,0,ATTIA_P119,30
6,greedy,17,1019.0,962.82,124.12,0,0,ATTIA_P064,30
7,greedy,17,1019.0,962.82,124.12,0,0,ATTIA_P059,30
8,greedy,17,1019.0,962.82,124.12,0,0,ATTIA_P060,30
9,greedy,17,1019.0,962.82,124.12,0,0,ATTIA_P040,30
10,greedy,17,1019.0,962.82,124.12,0,0,ATTIA_P065,30
11,greedy,17,1103.0,962.82,124.12,0,0,ATTIA_P039,30
12,greedy,17,1103.0,962.82,124.12,0,0,ATTIA_P024,30
13,greedy,17,1103.0,962.82,124.12,0,0,ATTIA_P035,30
14,greedy,17,1103.0,962.82,124.12,0,0,ATTIA_P094,30
15,greedy,17,1128.0,1000.68,86.2600000000001,1,0,ATTIA_P063,30
16,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P038,30
17,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P093,30
18,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P019,30
19,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P058,30
20,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P034,30
21,greedy,17,1128.0,1015.38,71.56000000000006,1,1,ATTIA_P023,30
22,greedy,17,1451.0,1015.38,71.56000000000006,1,1,ATTIA_P088,30
23,greedy,17,1451.0,1015.38,71.56000000000006,1,1,ATTIA_P123,30
24,greedy,17,1451.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
25,greedy,17,1451.0,1086.94,0.0,1,1,ATTIA_P113,30
0,gp_ucb,17,970.0,857.82,229.12,0,0,,30
1,gp_ucb,17,991.0,857.98,228.96000000000004,0,0,ATTIA_P131,30
2,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P130,30
3,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P094,30
4,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P169,30
5,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P124,30
6,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P100,30
7,gp_ucb,17,1240.0,993.3,93.6400000000001,1,0,ATTIA_P095,30
8,gp_ucb,17,1280.0,993.3,93.6400000000001,1,0,ATTIA_P088,30
9,gp_ucb,17,1280.0,1000.68,86.2600000000001,1,0,ATTIA_P063,30
10,gp_ucb,17,1280.0,1010.26,76.68000000000006,1,0,ATTIA_P118,30
11,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P083,30
12,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P129,30
13,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P084,30
14,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P054,30
15,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P079,30
16,gp_ucb,17,1280.0,1065.68,21.25999999999999,1,1,ATTIA_P058,30
17,gp_ucb,17,1280.0,1086.94,0.0,1,1,ATTIA_P113,30
18,gp_ucb,17,1280.0,1086.94,0.0,1,1,ATTIA_P034,30
19,gp_ucb,17,1280.0,1086.94,0.0,1,1,ATTIA_P006,30
20,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P038,30
21,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P019,30
22,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P123,30
23,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P109,30
24,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P114,30
25,gp_ucb,17,1343.0,1086.94,0.0,1,1,ATTIA_P093,30
0,random,18,1177.0,876.38,210.56000000000006,0,0,,30
1,random,18,1177.0,876.38,210.56000000000006,0,0,ATTIA_P199,30
2,random,18,1177.0,876.38,210.56000000000006,0,0,ATTIA_P066,30
